Date,30_MA,Normalized_30_MA
2019-01-28 00:00:00-05:00,,
2019-02-04 00:00:00-05:00,,
2019-02-11 00:00:00-05:00,,
2019-02-18 00:00:00-05:00,,
2019-02-25 00:00:00-05:00,,
2019-03-04 00:00:00-05:00,,
2019-03-11 00:00:00-04:00,,
2019-03-18 00:00:00-04:00,,
2019-03-25 00:00:00-04:00,,
2019-04-01 00:00:00-04:00,,
2019-04-08 00:00:00-04:00,,
2019-04-15 00:00:00-04:00,,
2019-04-22 00:00:00-04:00,,
2019-04-29 00:00:00-04:00,,
2019-05-06 00:00:00-04:00,,
2019-05-13 00:00:00-04:00,,
2019-05-20 00:00:00-04:00,,
2019-05-27 00:00:00-04:00,,
2019-06-03 00:00:00-04:00,,
2019-06-10 00:00:00-04:00,,
2019-06-17 00:00:00-04:00,,
2019-06-24 00:00:00-04:00,,
2019-07-01 00:00:00-04:00,,
2019-07-08 00:00:00-04:00,,
2019-07-15 00:00:00-04:00,,
2019-07-22 00:00:00-04:00,,
2019-07-29 00:00:00-04:00,,
2019-08-05 00:00:00-04:00,,
2019-08-12 00:00:00-04:00,,
2019-08-19 00:00:00-04:00,14.659313583374024,0.6678049584206374
2019-08-26 00:00:00-04:00,14.706832472483317,0.6699696811810412
2019-09-02 00:00:00-04:00,14.763115787506104,0.672533667320965
2019-09-09 00:00:00-04:00,14.842337481180827,0.6761426111879182
2019-09-16 00:00:00-04:00,14.92646214167277,0.6799749096841922
2019-09-23 00:00:00-04:00,15.037086232503254,0.68501438959962
2019-09-30 00:00:00-04:00,15.138394101460774,0.6896294690732995
2019-10-07 00:00:00-04:00,15.244961706797282,0.6944841558119369
2019-10-14 00:00:00-04:00,15.34404379526774,0.6989978398664406
2019-10-21 00:00:00-04:00,15.439683437347412,0.7033547032924892
2019-10-28 00:00:00-04:00,15.552744515736897,0.7085052001642196
2019-11-04 00:00:00-05:00,15.639520359039306,0.7124582732804263
2019-11-11 00:00:00-05:00,15.764307498931885,0.718142950826441
2019-11-18 00:00:00-05:00,15.875163459777832,0.7231929935792865
2019-11-25 00:00:00-05:00,15.984383742014566,0.7281685230011085
2019-12-02 00:00:00-05:00,16.07762025197347,0.7324159117551774
2019-12-09 00:00:00-05:00,16.153456242879233,0.7358706199490895
2019-12-16 00:00:00-05:00,16.23297036488851,0.7394928853873896
2019-12-23 00:00:00-05:00,16.339896297454835,0.7443638957212246
2019-12-30 00:00:00-05:00,16.39538745880127,0.7468917953043058
2020-01-06 00:00:00-05:00,16.436073557535806,0.7487452503326867
2020-01-13 00:00:00-05:00,16.49664697647095,0.7515046721353048
2020-01-20 00:00:00-05:00,16.570794359842935,0.7548824558212945
2020-01-27 00:00:00-05:00,16.60918483734131,0.7566313338355166
2020-02-03 00:00:00-05:00,16.657324028015136,0.7588243144306516
2020-02-10 00:00:00-05:00,16.70929899215698,0.7611920336673166
2020-02-17 00:00:00-05:00,16.73266013463338,0.7622562503982967
2020-02-24 00:00:00-05:00,16.698881657918296,0.7607174720571461
2020-03-02 00:00:00-05:00,16.667552121480306,0.7592902551783123
2020-03-09 00:00:00-04:00,16.52828404108683,0.7529458984587748
2020-03-16 00:00:00-04:00,16.33040164311727,0.7439313667894261
2020-03-23 00:00:00-04:00,16.119753456115724,0.734335289663312
2020-03-30 00:00:00-04:00,15.80857515335083,0.7201595636064657
2020-04-06 00:00:00-04:00,15.571180947621663,0.709345071728342
2020-04-13 00:00:00-04:00,15.274644533793131,0.6958363568502073
2020-04-20 00:00:00-04:00,14.952960920333862,0.681182061416183
2020-04-27 00:00:00-04:00,14.698791265487671,0.669603364035778
2020-05-04 00:00:00-04:00,14.439023764928182,0.6577696568213482
2020-05-11 00:00:00-04:00,14.123570903142292,0.6433992032492574
2020-05-18 00:00:00-04:00,13.864882071812948,0.6316146348063184
2020-05-25 00:00:00-04:00,13.583726739883422,0.6188066050386843
2020-06-01 00:00:00-04:00,13.446040773391724,0.6125343215101856
2020-06-08 00:00:00-04:00,13.24719541867574,0.6034759223509747
2020-06-15 00:00:00-04:00,13.024607356389364,0.5933359242647975
2020-06-22 00:00:00-04:00,12.787346728642781,0.5825275175310155
2020-06-29 00:00:00-04:00,12.569247198104858,0.5725919944866333
2020-07-06 00:00:00-04:00,12.356170988082885,0.5628853087837274
2020-07-13 00:00:00-04:00,12.12308637301127,0.55226714028688
2020-07-20 00:00:00-04:00,11.858419211705526,0.540210229051176
2020-07-27 00:00:00-04:00,11.631699164708456,0.529881998421761
2020-08-03 00:00:00-04:00,11.431593179702759,0.5207661712558826
2020-08-10 00:00:00-04:00,11.208464670181275,0.5106015530985597
2020-08-17 00:00:00-04:00,10.967154582341513,0.49960867323008623
2020-08-24 00:00:00-04:00,10.780948559443155,0.49112605876986065
2020-08-31 00:00:00-04:00,10.59580003420512,0.4826916186103664
2020-09-07 00:00:00-04:00,10.391811259587605,0.4733989109827578
2020-09-14 00:00:00-04:00,10.211714474360148,0.46519460281467845
2020-09-21 00:00:00-04:00,10.051376581192017,0.45789041087749005
2020-09-28 00:00:00-04:00,9.911460224787394,0.451516521947443
2020-10-05 00:00:00-04:00,9.878970448176066,0.45003645033320105
2020-10-12 00:00:00-04:00,9.901808055241903,0.4510768174111197
2020-10-19 00:00:00-04:00,9.945133097966512,0.4530504895200303
2020-10-26 00:00:00-04:00,10.026219765345255,0.45674439225492675
2020-11-02 00:00:00-05:00,10.0124427318573,0.45611677956192737
2020-11-09 00:00:00-05:00,10.169350703557333,0.4632647214434523
