Date,Ticker,9:30 Price,10:30 Price,High Price,Low Price,Gap Percentage,previous_day_close,previous_day_open,previous_day_high,previous_day_low,previous_day_volume,two_days_ago_close,two_days_ago_open,two_days_ago_high,two_days_ago_low,two_days_ago_volume
2023-03-01,SPRC,0.76,0.756,0.77,0.74,0.0,0.76,0.8,0.8198,0.74,542965.0,0.813,0.882,0.901,0.8,674667.0
2023-03-02,SPRC,0.707,0.73,0.74,0.705,0.0,0.7065,0.76,0.7698,0.706,240578.0,0.76,0.8,0.8198,0.74,542965.0
2023-03-03,SPRC,0.756,0.765,0.769,0.733,2.452906897953653,0.7379,0.7065,0.7399,0.7052,114497.0,0.7065,0.76,0.7698,0.706,240578.0
2023-03-06,SPRC,0.81,0.773,0.823,0.77,3.8461538461538494,0.78,0.756,0.789,0.7329,138538.0,0.7379,0.7065,0.7399,0.7052,114497.0
2023-03-07,SPRC,0.76,0.73,0.76,0.705,-1.4146658014276328,0.7705,0.81,0.823,0.76,494962.0,0.78,0.756,0.789,0.7329,138538.0
2023-03-08,SPRC,0.727,0.732,0.74,0.727,-0.35621317988766227,0.7299,0.7596,0.7596,0.705,214131.0,0.7705,0.81,0.823,0.76,494962.0
2023-03-09,SPRC,0.73,0.719,0.731,0.7,1.3888888888888902,0.72,0.7273,0.7403,0.711,54433.0,0.7299,0.7596,0.7596,0.705,214131.0
2023-03-10,SPRC,0.701,0.69,0.72,0.68,-1.95804195804196,0.715,0.73,0.731,0.7,690023.0,0.72,0.7273,0.7403,0.711,54433.0
2023-03-13,SPRC,0.7,0.69,0.7,0.666,0.0,0.7,0.701,0.7199,0.666,220768.0,0.715,0.73,0.731,0.7,690023.0
2023-03-14,SPRC,0.63,0.637,0.64,0.63,0.0,0.6302,0.7,0.7,0.51,314701.0,0.7,0.701,0.7199,0.666,220768.0
2023-03-15,SPRC,0.595,0.58,0.595,0.56,-0.8333333333333341,0.6,0.6302,0.6433,0.6,160735.0,0.6302,0.7,0.7,0.51,314701.0
2023-03-16,SPRC,0.572,0.57,0.59,0.562,-2.9999999999999893,0.59,0.595,0.595,0.56,188937.0,0.6,0.6302,0.6433,0.6,160735.0
2023-03-17,SPRC,0.58,0.528,0.59,0.502,0.0,0.58,0.5723,0.59,0.56,140493.0,0.59,0.595,0.595,0.56,188937.0
2023-03-20,SPRC,0.57,0.577,0.584,0.57,5.5360118496574575,0.5401,0.58,0.59,0.5022,145066.0,0.58,0.5723,0.59,0.56,140493.0
2023-03-21,SPRC,0.533,0.541,0.555,0.533,-3.0000000000000124,0.55,0.57,0.5839,0.5218,92265.0,0.5401,0.58,0.59,0.5022,145066.0
2023-03-22,SPRC,0.56,0.534,0.56,0.534,4.244229337304549,0.5372,0.5335,0.568,0.53,80828.0,0.55,0.57,0.5839,0.5218,92265.0
2023-03-23,SPRC,0.51,0.53,0.53,0.51,-0.039200313602504505,0.5102,0.56,0.56,0.51,77030.0,0.5372,0.5335,0.568,0.53,80828.0
2023-03-24,SPRC,0.52,0.517,0.534,0.51,-1.6641452344931977,0.5288,0.51,0.53,0.5063,47620.0,0.5102,0.56,0.56,0.51,77030.0
2023-03-27,SPRC,0.51,0.522,0.54,0.51,-1.9230769230769247,0.52,0.52,0.534,0.51,72539.0,0.5288,0.51,0.53,0.5063,47620.0
2023-03-28,SPRC,0.504,0.498,0.533,0.48,-1.1960784313725479,0.51,0.51,0.55,0.48,174166.0,0.52,0.52,0.534,0.51,72539.0
2023-03-29,SPRC,0.47,0.48,0.49,0.47,-2.63103376838617,0.4827,0.5039,0.5327,0.47,125002.0,0.51,0.51,0.55,0.48,174166.0
2023-03-30,SPRC,0.471,0.471,0.48,0.471,-1.8750000000000018,0.48,0.47,0.49,0.47,42223.0,0.4827,0.5039,0.5327,0.47,125002.0
2023-03-31,SPRC,0.462,0.461,0.48,0.46,-3.749999999999992,0.48,0.471,0.48,0.47,29130.0,0.48,0.47,0.49,0.47,42223.0
2023-04-03,SPRC,0.46,0.47,0.489,0.451,2.222222222222224,0.45,0.462,0.48,0.4425,69372.0,0.48,0.471,0.48,0.47,29130.0
2023-04-04,SPRC,0.458,0.46,0.465,0.451,3.1517334533993724,0.4442,0.46,0.489,0.43,67093.0,0.45,0.462,0.48,0.4425,69372.0
2023-04-05,SPRC,0.453,0.452,0.453,0.452,-1.6699197571025775,0.4611,0.4582,0.4655,0.451,43092.0,0.4442,0.46,0.489,0.43,67093.0
2023-04-06,SPRC,0.45,0.45,0.451,0.44,0.7613076578593851,0.4466,0.4534,0.465,0.4377,30882.0,0.4611,0.4582,0.4655,0.451,43092.0
2023-04-10,SPRC,0.44,0.45,0.45,0.411,3.262145036376443,0.4261,0.45,0.4508,0.4012,42115.0,0.4466,0.4534,0.465,0.4377,30882.0
2023-04-11,SPRC,0.521,0.536,0.64,0.503,8.548790658882385,0.4796,0.44,0.4798,0.411,133366.0,0.4261,0.45,0.4508,0.4012,42115.0
2023-04-12,SPRC,0.5,0.5,0.505,0.47,-1.0099009900990086,0.505,0.5206,0.64,0.5025,3913271.0,0.4796,0.44,0.4798,0.411,133366.0
2023-04-13,SPRC,0.52,0.53,0.53,0.5,-0.038461538461534224,0.52,0.4999,0.53,0.47,273631.0,0.505,0.5206,0.64,0.5025,3913271.0
2023-04-14,SPRC,0.518,0.515,0.519,0.489,-0.3846153846153849,0.52,0.5198,0.53,0.5,74956.0,0.52,0.4999,0.53,0.47,273631.0
2023-04-17,SPRC,0.489,0.48,0.495,0.47,3.9319872476089306,0.4705,0.518,0.519,0.46,158046.0,0.52,0.5198,0.53,0.5,74956.0
2023-04-18,SPRC,0.519,0.515,0.54,0.5,-6.570657065706567,0.5555,0.489,0.59,0.47,384067.0,0.4705,0.518,0.519,0.46,158046.0
2023-04-19,SPRC,0.552,0.565,0.587,0.552,-2.318173774553176,0.5651,0.519,0.59,0.5,352934.0,0.5555,0.489,0.59,0.47,384067.0
2023-04-20,SPRC,0.59,0.581,0.63,0.549,1.7592273197654342,0.5798,0.552,0.5871,0.5197,354806.0,0.5651,0.519,0.59,0.5,352934.0
2023-04-21,SPRC,0.599,0.68,0.722,0.561,5.087719298245618,0.57,0.59,0.63,0.5411,130838.0,0.5798,0.552,0.5871,0.5197,354806.0
2023-04-24,SPRC,0.63,0.687,0.7,0.63,-1.5625000000000013,0.64,0.599,0.7218,0.5611,505869.0,0.57,0.59,0.63,0.5411,130838.0
2023-04-25,SPRC,0.71,0.692,0.71,0.692,2.898550724637684,0.69,0.63,0.7,0.63,318923.0,0.64,0.599,0.7218,0.5611,505869.0
2023-04-26,SPRC,0.71,0.688,0.71,0.66,-0.014082523588225461,0.7101,0.71,0.72,0.69,209828.0,0.69,0.63,0.7,0.63,318923.0
2023-04-27,SPRC,0.72,0.72,0.73,0.68,1.0526315789473615,0.7125,0.71,0.72,0.66,201820.0,0.7101,0.71,0.72,0.69,209828.0
2023-04-28,SPRC,0.71,0.69,0.715,0.65,2.5418833044482882,0.6924,0.72,0.73,0.626,210515.0,0.7125,0.71,0.72,0.66,201820.0
2023-05-01,SPRC,0.78,0.666,0.807,0.65,11.603949062813001,0.6989,0.71,0.7153,0.65,104417.0,0.6924,0.72,0.73,0.626,210515.0
2023-05-02,SPRC,0.681,0.68,0.719,0.64,0.6653851840898932,0.6763,0.78,0.807,0.6335,1955929.0,0.6989,0.71,0.7153,0.65,104417.0
2023-05-03,SPRC,0.69,0.65,0.69,0.602,-4.1666666666666705,0.72,0.6808,0.73,0.64,630575.0,0.6763,0.78,0.807,0.6335,1955929.0
2023-05-04,SPRC,0.64,0.645,0.677,0.638,-0.7598077221274641,0.6449,0.69,0.69,0.6015,411572.0,0.72,0.6808,0.73,0.64,630575.0
2023-05-05,SPRC,0.619,0.618,0.619,0.601,-0.6420545746388449,0.623,0.64,0.6769,0.6005,99524.0,0.6449,0.69,0.69,0.6015,411572.0
2023-05-08,SPRC,0.659,0.635,0.676,0.62,7.980989839396932,0.6102,0.619,0.6425,0.6,100600.0,0.623,0.64,0.6769,0.6005,99524.0
2023-05-09,SPRC,0.64,0.615,0.64,0.615,0.8509297195083454,0.6346,0.6589,0.6762,0.61,304007.0,0.6102,0.619,0.6425,0.6,100600.0
2023-05-10,SPRC,0.631,0.63,0.65,0.63,1.7096774193548474,0.62,0.64,0.64,0.61,80154.0,0.6346,0.6589,0.6762,0.61,304007.0
2023-05-11,SPRC,0.623,0.62,0.638,0.62,-2.564503518373725,0.6395,0.6306,0.6499,0.6201,73178.0,0.62,0.64,0.64,0.61,80154.0
2023-05-12,SPRC,0.63,0.623,0.636,0.623,0.3184713375796181,0.628,0.6231,0.6376,0.61,59313.0,0.6395,0.6306,0.6499,0.6201,73178.0
2023-05-15,SPRC,0.62,0.61,0.62,0.61,-1.7276906007291204,0.6309,0.63,0.6407,0.61,31546.0,0.628,0.6231,0.6376,0.61,59313.0
2023-05-16,SPRC,0.565,0.54,0.57,0.53,2.300724637681147,0.552,0.62,0.62,0.5027,94406.0,0.6309,0.63,0.6407,0.61,31546.0
2023-05-17,SPRC,0.535,0.539,0.55,0.52,-4.481342617389753,0.5601,0.5647,0.57,0.5301,32934.0,0.552,0.62,0.62,0.5027,94406.0
2023-05-18,SPRC,0.57,0.58,0.596,0.545,-1.7241379310344844,0.58,0.535,0.58,0.52,114176.0,0.5601,0.5647,0.57,0.5301,32934.0
2023-05-19,SPRC,0.62,0.639,0.65,0.605,1.6065573770491854,0.61,0.57,0.6198,0.5452,33827.0,0.58,0.535,0.58,0.52,114176.0
2023-05-22,SPRC,0.614,0.63,0.63,0.6,-2.618631963180441,0.6301,0.6198,0.65,0.6049,70472.0,0.61,0.57,0.6198,0.5452,33827.0
2023-05-23,SPRC,0.67,0.598,0.67,0.562,3.3950617283950644,0.648,0.6136,0.67,0.6,56544.0,0.6301,0.6198,0.65,0.6049,70472.0
2023-05-24,SPRC,0.599,0.61,0.61,0.592,-2.32711668592177,0.6059,0.67,0.67,0.5616,190508.0,0.648,0.6136,0.67,0.6,56544.0
2023-05-25,SPRC,0.605,0.606,0.606,0.59,-0.671140939597316,0.596,0.5918,0.6398,0.5916,21325.0,0.6059,0.67,0.67,0.5616,190508.0
2023-05-26,SPRC,0.62,0.597,0.62,0.57,0.14541929229277942,0.6189,0.592,0.6199,0.5654,50313.0,0.596,0.5918,0.6398,0.5916,21325.0
2023-05-30,SPRC,0.61,0.612,0.62,0.605,1.328903654485051,0.602,0.6198,0.62,0.565,79305.0,0.6189,0.592,0.6199,0.5654,50313.0
2023-05-31,SPRC,0.59,0.65,0.65,0.584,-4.080637294748824,0.6151,0.61,0.6299,0.5911,60767.0,0.602,0.6198,0.62,0.565,79305.0
2023-06-01,SPRC,0.66,0.668,0.69,0.655,-1.492537313432837,0.67,0.59,0.6861,0.5842,168712.0,0.6151,0.61,0.6299,0.5911,60767.0
2023-06-02,SPRC,0.905,0.719,0.91,0.7,9.03614457831326,0.83,0.66,0.87,0.655,3307754.0,0.67,0.59,0.6861,0.5842,168712.0
2023-06-05,SPRC,0.61,0.586,0.628,0.58,-2.070958420292185,0.6229,0.905,0.91,0.6229,4310487.0,0.83,0.66,0.87,0.655,3307754.0
2023-06-06,SPRC,0.66,0.651,0.66,0.63,-3.0000000000000124,0.68,0.61,0.68,0.58,700617.0,0.6229,0.905,0.91,0.6229,4310487.0
2023-06-07,SPRC,0.621,0.635,0.641,0.62,-0.6082919801504763,0.6247,0.6596,0.6601,0.591,235326.0,0.68,0.61,0.68,0.58,700617.0
2023-06-08,SPRC,0.63,0.62,0.656,0.62,0.0,0.63,0.6209,0.6487,0.615,292036.0,0.6247,0.6596,0.6601,0.591,235326.0
2023-06-09,SPRC,0.586,0.59,0.59,0.57,0.0,0.5859,0.63,0.6563,0.5508,329579.0,0.63,0.6209,0.6487,0.615,292036.0
2023-06-12,SPRC,0.562,0.56,0.58,0.551,-1.4553743643696253,0.5703,0.5859,0.59,0.57,76399.0,0.5859,0.63,0.6563,0.5508,329579.0
2023-06-13,SPRC,0.546,0.55,0.56,0.546,2.6204874473153916,0.5457,0.562,0.58,0.53,109930.0,0.5703,0.5859,0.59,0.57,76399.0
2023-06-14,SPRC,0.58,0.587,0.595,0.58,-3.3172195365894366,0.5999,0.56,0.6,0.55,65080.0,0.5457,0.562,0.58,0.53,109930.0
2023-06-15,SPRC,0.575,0.55,0.581,0.545,0.8068759866689944,0.5701,0.58,0.595,0.57,59290.0,0.5999,0.56,0.6,0.55,65080.0
2023-06-16,SPRC,0.56,0.562,0.57,0.54,-1.7371468678715405,0.5699,0.5747,0.5885,0.5452,130356.0,0.5701,0.58,0.595,0.57,59290.0
2023-06-20,SPRC,0.53,0.531,0.549,0.528,-1.8336729023893348,0.5399,0.56,0.57,0.53,145013.0,0.5699,0.5747,0.5885,0.5452,130356.0
2023-06-21,SPRC,0.54,0.54,0.548,0.528,1.8867924528301903,0.53,0.53,0.5489,0.528,73319.0,0.5399,0.56,0.57,0.53,145013.0
2023-06-22,SPRC,0.53,0.54,0.54,0.53,-0.03772161448509581,0.5302,0.54,0.5642,0.528,355024.0,0.53,0.53,0.5489,0.528,73319.0
2023-06-23,SPRC,0.53,0.586,0.597,0.53,-3.636363636363639,0.55,0.53,0.552,0.53,100649.0,0.5302,0.54,0.5642,0.528,355024.0
2023-06-26,SPRC,0.62,0.62,0.64,0.618,-2.069183383351761,0.6331,0.53,0.64,0.53,233804.0,0.55,0.53,0.552,0.53,100649.0
2023-06-27,SPRC,0.599,0.571,0.599,0.571,-1.6500000000000035,0.6,0.62,0.64,0.6,93621.0,0.6331,0.53,0.64,0.53,233804.0
2023-06-28,SPRC,0.57,0.588,0.605,0.56,-5.59788009274595,0.6038,0.5901,0.6052,0.561,62505.0,0.6,0.62,0.64,0.6,93621.0
2023-06-29,SPRC,0.566,0.55,0.595,0.55,-1.7540782318891435,0.5701,0.57,0.605,0.56,37777.0,0.6038,0.5901,0.6052,0.561,62505.0
2023-06-30,SPRC,0.6,0.56,0.6,0.531,1.7121546024749954,0.5899,0.5601,0.595,0.55,22993.0,0.5701,0.57,0.605,0.56,37777.0
2023-07-03,SPRC,0.54,0.57,0.57,0.54,-1.5303333940608623,0.5489,0.6,0.6,0.531,169030.0,0.5899,0.5601,0.595,0.55,22993.0
2023-07-05,SPRC,0.545,0.55,0.57,0.545,-0.9090909090909097,0.55,0.5405,0.57,0.5405,17207.0,0.5489,0.6,0.6,0.531,169030.0
2023-07-06,SPRC,0.546,0.548,0.548,0.54,0.018301610541725657,0.5464,0.545,0.57,0.545,70374.0,0.55,0.5405,0.57,0.5405,17207.0
2023-07-07,SPRC,0.56,0.56,0.57,0.545,5.42372881355931,0.531,0.5465,0.548,0.531,74229.0,0.5464,0.545,0.57,0.545,70374.0
2023-07-10,SPRC,0.54,0.564,0.569,0.54,3.4545454545454373,0.55,0.5598,0.57,0.545,21038.0,0.531,0.5465,0.548,0.531,74229.0
2023-07-11,SPRC,0.557,0.557,0.557,0.557,1.3267902580879631,0.5502,0.569,0.569,0.55,20297.0,0.55,0.5598,0.57,0.545,21038.0
2023-07-12,SPRC,0.545,0.561,0.561,0.545,-0.9442527692028296,0.5507,0.5575,0.5668,0.5451,4282.0,0.5502,0.569,0.569,0.55,20297.0
2023-07-13,SPRC,0.551,0.559,0.559,0.551,-0.2673796791443951,0.561,0.5455,0.569,0.54,33933.0,0.5507,0.5575,0.5668,0.5451,4282.0
2023-07-14,SPRC,0.58,0.557,0.58,0.552,2.6785714285714106,0.56,0.5595,0.583,0.5595,40074.0,0.561,0.5455,0.569,0.54,33933.0
2023-07-17,SPRC,0.541,0.53,0.548,0.53,-1.7435524881946864,0.5506,0.575,0.5751,0.53,216415.0,0.56,0.5595,0.583,0.5595,40074.0
2023-07-18,SPRC,0.541,0.548,0.555,0.54,-0.3411743580534929,0.5569,0.541,0.5599,0.53,64243.0,0.5506,0.575,0.5751,0.53,216415.0
2023-07-19,SPRC,0.53,0.55,0.55,0.53,-1.8336729023893348,0.5399,0.555,0.5559,0.5399,25979.0,0.5569,0.541,0.5599,0.53,64243.0
2023-07-20,SPRC,0.538,0.54,0.54,0.538,0.0,0.54,0.53,0.55,0.53,17866.0,0.5399,0.555,0.5559,0.5399,25979.0
