Date,Ticker,9:30 Price,10:30 Price,High Price,Low Price,Gap Percentage,previous_day_close,previous_day_open,previous_day_high,previous_day_low,previous_day_volume,two_days_ago_close,two_days_ago_open,two_days_ago_high,two_days_ago_low,two_days_ago_volume
2023-03-01,UK,11.856,12.24,12.24,11.856,-3.137254901960787,1.02,1.0,1.05,0.9876,79664.0,0.95,1.06,1.06,0.9,95422.0
2023-03-02,UK,11.923,11.999,12.0,11.521,-0.6399999999999961,1.0,0.988,1.05,0.9514,129743.0,1.02,1.0,1.05,0.9876,79664.0
2023-03-03,UK,11.64,11.522,11.976,11.399,2.0945163666982456,0.9501,0.9936,1.01,0.9421,220536.0,1.0,0.988,1.05,0.9514,129743.0
2023-03-06,UK,11.64,11.712,12.19,11.526,-3.0000000000000027,1.0,0.97,1.0,0.9499,152033.0,0.9501,0.9936,1.01,0.9421,220536.0
2023-03-07,UK,11.639,11.28,11.76,11.057,-1.6428354122299962,0.9861,0.97,1.02,0.9524,179030.0,1.0,0.97,1.0,0.9499,152033.0
2023-03-08,UK,11.37,11.4,11.52,11.16,1.2394486590447755,0.9359,0.9699,0.98,0.9214,235031.0,0.9861,0.97,1.02,0.9524,179030.0
2023-03-09,UK,11.4,11.28,11.76,11.16,0.0,0.95,0.9475,0.98,0.93,169146.0,0.9359,0.9699,0.98,0.9214,235031.0
2023-03-10,UK,11.52,12.0,12.96,11.167,-0.8878794135866253,0.9686,0.95,0.98,0.9199,271145.0,0.95,0.9475,0.98,0.93,169146.0
2023-03-13,UK,11.399,11.332,11.4,11.16,-3.0714285714285734,0.98,0.96,1.08,0.9301,226464.0,0.9686,0.95,0.98,0.9199,271145.0
2023-03-14,UK,11.4,11.59,11.76,10.921,4.395604395604387,0.91,0.9499,0.95,0.9006,242869.0,0.98,0.96,1.08,0.9301,226464.0
2023-03-15,UK,11.639,11.52,11.639,10.92,-0.01030927835051433,0.97,0.95,0.98,0.8723,131165.0,0.91,0.9499,0.95,0.9006,242869.0
2023-03-16,UK,11.16,11.4,11.64,11.04,-5.092356362894168,0.9799,0.9699,0.98,0.9,341273.0,0.97,0.95,0.98,0.8723,131165.0
2023-03-17,UK,11.992,11.992,11.992,11.992,3.0206185567010304,0.97,0.93,0.98,0.9099,290771.0,0.9799,0.9699,0.98,0.9,341273.0
2023-03-20,UK,10.136,10.92,11.186,10.136,0.0,0.8447,0.9993,0.9993,0.83,463284.0,0.97,0.93,0.98,0.9099,290771.0
2023-03-21,UK,11.76,11.64,11.76,11.04,4.210974053594212,0.9404,0.8447,0.964,0.8447,46765.0,0.8447,0.9993,0.9993,0.83,463284.0
2023-03-22,UK,11.436,11.413,11.52,10.566,0.3263501421202223,0.9499,0.98,0.98,0.9099,23379.0,0.9404,0.8447,0.964,0.8447,46765.0
2023-03-23,UK,11.519,11.52,11.52,11.478,0.0,0.9599,0.953,0.96,0.8805,35648.0,0.9499,0.98,0.98,0.9099,23379.0
2023-03-24,UK,12.12,12.0,12.12,11.52,-2.8846153846153872,1.04,0.9599,1.05,0.92,147388.0,0.9599,0.953,0.96,0.8805,35648.0
2023-03-27,UK,11.855,12.0,12.6,11.76,-1.2001200120012012,0.9999,1.01,1.05,0.9596,196980.0,1.04,0.9599,1.05,0.92,147388.0
2023-03-28,UK,12.242,12.36,12.6,12.0,2.0199999999999996,1.0,0.9879,1.05,0.98,182704.0,0.9999,1.01,1.05,0.9596,196980.0
2023-03-29,UK,12.48,11.712,12.48,11.712,2.970297029702973,1.01,1.0202,1.05,0.9788,264064.0,1.0,0.9879,1.05,0.98,182704.0
2023-03-30,UK,11.996,11.4,12.0,11.051,3.0299907245181883,0.9703,1.04,1.05,0.962,257622.0,1.01,1.0202,1.05,0.9788,264064.0
2023-03-31,UK,10.832,11.4,11.998,10.832,-2.9980657640232145,0.9306,0.9997,1.0,0.8921,233414.0,0.9703,1.04,1.05,0.962,257622.0
2023-04-03,UK,11.519,12.12,12.6,11.4,-1.8507157464212685,0.978,0.9027,0.9998,0.9027,135744.0,0.9306,0.9997,1.0,0.8921,233414.0
2023-04-04,UK,12.48,11.88,12.96,11.606,0.48309178743962466,1.035,0.9599,1.05,0.95,167766.0,0.978,0.9027,0.9998,0.9027,135744.0
2023-04-05,UK,12.12,11.58,12.12,11.28,1.9275406196387128,0.9909,1.04,1.08,0.96,219124.0,1.035,0.9599,1.05,0.95,167766.0
2023-04-06,UK,11.736,11.28,11.76,11.28,1.8431740081224552,0.9603,1.01,1.01,0.9351,134350.0,0.9909,1.04,1.08,0.96,219124.0
2023-04-10,UK,11.57,11.396,11.64,11.168,0.6471816283924826,0.958,0.978,0.9999,0.9201,165098.0,0.9603,1.01,1.01,0.9351,134350.0
2023-04-11,UK,11.16,11.4,11.64,11.16,-1.0638297872340319,0.94,0.9642,0.97,0.9307,106741.0,0.958,0.978,0.9999,0.9201,165098.0
2023-04-12,UK,11.387,11.46,11.64,11.28,-0.04213631096598198,0.9493,0.93,0.97,0.9197,118197.0,0.94,0.9642,0.97,0.9307,106741.0
2023-04-13,UK,10.92,11.4,11.64,10.92,1.0549694614103349,0.9005,0.9489,0.97,0.9,156235.0,0.9493,0.93,0.97,0.9197,118197.0
2023-04-14,UK,12.239,11.76,12.24,11.642,-0.9805825242718444,1.03,0.91,1.03,0.91,135098.0,0.9005,0.9489,0.97,0.9,156235.0
2023-04-17,UK,11.88,11.522,12.0,11.52,2.0723785957315193,0.9699,1.0199,1.02,0.9301,264072.0,1.03,0.91,1.03,0.91,135098.0
2023-04-18,UK,11.64,11.4,11.64,11.28,0.0,0.97,0.99,1.0,0.96,225137.0,0.9699,1.0199,1.02,0.9301,264072.0
2023-04-19,UK,11.16,11.131,11.388,11.04,1.828533888098111,0.9133,0.97,0.97,0.9133,191582.0,0.97,0.99,1.0,0.96,225137.0
2023-04-20,UK,11.147,11.142,11.148,10.8,0.8577633007600333,0.921,0.93,0.95,0.89,222718.0,0.9133,0.97,0.97,0.9133,191582.0
2023-04-21,UK,11.375,11.388,11.64,11.044,3.3471434801569937,0.9172,0.9289,0.9699,0.9,239484.0,0.921,0.93,0.95,0.89,222718.0
2023-04-24,UK,11.4,11.28,11.4,11.16,1.8220793140407185,0.933,0.9479,0.97,0.911,253223.0,0.9172,0.9289,0.9699,0.9,239484.0
2023-04-25,UK,11.28,11.25,11.4,11.04,-0.7601351351351452,0.9472,0.95,0.95,0.9102,178483.0,0.933,0.9479,0.97,0.911,253223.0
2023-04-26,UK,11.04,11.04,11.04,11.038,0.0,0.92,0.94,0.95,0.9008,301211.0,0.9472,0.95,0.95,0.9102,178483.0
2023-04-27,UK,11.356,11.399,11.4,10.921,-0.37898726181702674,0.9499,0.92,0.95,0.88,224081.0,0.92,0.94,0.95,0.9008,301211.0
2023-04-28,UK,11.4,11.4,11.4,10.92,-2.031556151387032,0.9697,0.9463,0.97,0.8902,136914.0,0.9499,0.92,0.95,0.88,224081.0
2023-05-01,UK,12.12,12.84,13.001,12.0,-2.8846153846153872,1.04,0.95,1.06,0.91,315203.0,0.9697,0.9463,0.97,0.8902,136914.0
2023-05-02,UK,11.405,12.12,15.0,10.813,14.782608695652183,0.828,1.01,1.32,0.7616,2509526.0,1.04,0.95,1.06,0.91,315203.0
2023-05-03,UK,9.96,9.913,9.913,10.08,-8.267020335985862,0.9048,0.9504,1.25,0.731,5096493.0,0.828,1.01,1.32,0.7616,2509526.0
2023-05-04,UK,10.012,9.36,9.96,9.24,2.9999999999999987,0.81,0.83,0.9199,0.642,860038.0,0.9048,0.9504,1.25,0.731,5096493.0
2023-05-05,UK,9.312,9.06,9.839,8.992,-3.0000000000000027,0.8,0.8343,0.8343,0.723,243423.0,0.81,0.83,0.9199,0.642,860038.0
2023-05-08,UK,9.121,9.118,9.121,8.642,0.0,0.7601,0.776,0.8199,0.72,240941.0,0.8,0.8343,0.8343,0.723,243423.0
2023-05-09,UK,9.066,8.76,9.27,8.64,-2.966863601335732,0.7786,0.7601,0.7892,0.72,83616.0,0.7601,0.776,0.8199,0.72,240941.0
2023-05-10,UK,8.64,8.615,9.12,7.621,-3.730445246690739,0.7479,0.7555,0.7725,0.7,153328.0,0.7786,0.7601,0.7892,0.72,83616.0
2023-05-11,UK,8.51,8.51,8.51,8.51,-2.9958960328317414,0.731,0.72,0.76,0.6351,294732.0,0.7479,0.7555,0.7725,0.7,153328.0
2023-05-12,UK,8.756,8.688,8.875,8.148,-1.3652338469856715,0.7398,0.7091,0.7477,0.691,68210.0,0.731,0.72,0.76,0.6351,294732.0
2023-05-15,UK,8.4,7.673,8.4,7.32,-0.8498583569405107,0.706,0.7297,0.7396,0.679,69558.0,0.7398,0.7091,0.7477,0.691,68210.0
2023-05-16,UK,7.44,7.5,7.507,7.212,1.141924959216967,0.613,0.7,0.7,0.6007,301205.0,0.706,0.7297,0.7396,0.679,69558.0
2023-05-17,UK,7.796,7.92,8.036,7.446,0.0,0.6497,0.62,0.6698,0.601,176991.0,0.613,0.7,0.7,0.6007,301205.0
2023-05-18,UK,8.029,7.972,8.029,7.478,1.9347958561852598,0.6564,0.6497,0.6697,0.6205,60342.0,0.6497,0.62,0.6698,0.601,176991.0
2023-05-19,UK,8.04,8.279,8.399,7.92,-4.258359531294647,0.6998,0.6691,0.72,0.62,102417.0,0.6564,0.6497,0.6697,0.6205,60342.0
2023-05-22,UK,8.522,8.702,9.235,8.522,-11.202800700175032,0.7998,0.67,0.9,0.66,629503.0,0.6998,0.6691,0.72,0.62,102417.0
2023-05-23,UK,8.64,8.879,8.994,8.28,-0.18023014002496585,0.7213,0.7102,0.7745,0.6994,115668.0,0.7998,0.67,0.9,0.66,629503.0
2023-05-24,UK,8.716,8.16,8.716,8.114,0.2761286759629836,0.7243,0.72,0.7495,0.6899,69824.0,0.7213,0.7102,0.7745,0.6994,115668.0
2023-05-25,UK,8.305,8.663,8.759,7.92,0.3043478260869713,0.69,0.7263,0.7263,0.6762,37182.0,0.7243,0.72,0.7495,0.6899,69824.0
2023-05-26,UK,8.926,8.687,8.94,8.159,6.257142857142867,0.7,0.6921,0.77,0.66,341336.0,0.69,0.7263,0.7263,0.6762,37182.0
2023-05-30,UK,8.4,8.219,8.4,7.801,0.3009027081243718,0.6979,0.7438,0.745,0.6501,266422.0,0.7,0.6921,0.77,0.66,341336.0
2023-05-31,UK,8.635,8.426,8.635,7.98,5.823529411764701,0.68,0.7,0.7,0.6501,33938.0,0.6979,0.7438,0.745,0.6501,266422.0
2023-06-01,UK,8.086,8.447,8.582,7.98,2.1860265752250294,0.6999,0.7196,0.7196,0.665,13143.0,0.68,0.7,0.7,0.6501,33938.0
2023-06-02,UK,8.57,8.399,8.995,8.16,3.8081395348837215,0.688,0.7152,0.7152,0.6534,9208.0,0.6999,0.7196,0.7196,0.665,13143.0
