Date,Ticker,9:30 Price,10:30 Price,High Price,Low Price,Gap Percentage,previous_day_close,previous_day_open,previous_day_high,previous_day_low,previous_day_volume,two_days_ago_close,two_days_ago_open,two_days_ago_high,two_days_ago_low,two_days_ago_volume
2023-03-01,LYT,44.574,43.332,44.574,43.32,3.1662269129287655,0.7201,0.7727,0.775,0.6702,54007.0,0.77,0.7402,0.79,0.7402,40102.0
2023-03-02,LYT,41.88,42.0,45.672,39.6,-1.8560179977502953,0.7112,0.7429,0.7429,0.7001,50105.0,0.7201,0.7727,0.775,0.6702,54007.0
2023-03-03,LYT,42.0,41.88,44.4,41.4,-2.6154702281580464,0.7188,0.698,0.7612,0.66,27842.0,0.7112,0.7429,0.7429,0.7001,50105.0
2023-03-06,LYT,42.0,42.498,42.6,40.2,-2.370990237099026,0.717,0.7,0.74,0.69,26042.0,0.7188,0.698,0.7612,0.66,27842.0
2023-03-07,LYT,41.7,40.38,43.2,40.38,-0.7284673618054555,0.7001,0.7,0.73,0.67,18326.0,0.717,0.7,0.74,0.69,26042.0
2023-03-08,LYT,42.0,42.6,42.6,41.7,-0.7655231074567722,0.7054,0.695,0.7211,0.673,18504.0,0.7001,0.7,0.73,0.67,18326.0
2023-03-09,LYT,41.076,42.6,42.6,41.076,-4.585365853658542,0.7175,0.7,0.7299,0.69,15524.0,0.7054,0.695,0.7211,0.673,18504.0
2023-03-10,LYT,40.848,42.084,42.084,40.848,-2.7428571428571424,0.7,0.6846,0.7299,0.6711,22870.0,0.7175,0.7,0.7299,0.69,15524.0
2023-03-13,LYT,38.514,38.1,38.736,37.8,-3.473684210526317,0.665,0.6808,0.7014,0.64,75037.0,0.7,0.6846,0.7299,0.6711,22870.0
2023-03-14,LYT,39.96,40.794,41.106,37.596,0.0,0.666,0.6419,0.69,0.63,20162.0,0.665,0.6808,0.7014,0.64,75037.0
2023-03-15,LYT,38.394,36.606,38.52,36.0,-1.538698261270966,0.6499,0.666,0.6851,0.6266,68725.0,0.666,0.6419,0.69,0.63,20162.0
2023-03-16,LYT,37.206,37.206,37.206,37.206,-1.5870496746548182,0.6301,0.6399,0.642,0.6,73116.0,0.6499,0.666,0.6851,0.6266,68725.0
2023-03-17,LYT,37.002,38.43,38.742,36.6,-1.6427432216905864,0.627,0.6201,0.6299,0.618,12371.0,0.6301,0.6399,0.642,0.6,73116.0
2023-03-20,LYT,39.6,37.428,39.6,37.2,5.0955414012738895,0.628,0.6167,0.6457,0.61,16877.0,0.627,0.6201,0.6299,0.618,12371.0
