Date,Ticker,9:30 Price,10:30 Price,High Price,Low Price,Gap Percentage,previous_day_close,previous_day_open,previous_day_high,previous_day_low,previous_day_volume,two_days_ago_close,two_days_ago_open,two_days_ago_high,two_days_ago_low,two_days_ago_volume
2023-04-03,AIMD,4.1,4.4,4.55,4.1,-5.768788784187546,0.8702,0.89,0.89,0.84,32248.0,0.8674,0.8239,0.87,0.8239,16571.0
2023-04-04,AIMD,4.5,4.499,4.5,4.499,-0.011111111111109887,0.9,0.82,0.91,0.82,23675.0,0.8702,0.89,0.89,0.84,32248.0
2023-04-05,AIMD,4.45,4.459,4.55,4.45,0.0,0.89,0.8999,0.8999,0.85,11157.0,0.9,0.82,0.91,0.82,23675.0
2023-04-06,AIMD,4.4,4.4,4.4,4.4,-2.7624309392265216,0.905,0.89,0.91,0.89,14125.0,0.89,0.8999,0.8999,0.85,11157.0
2023-04-10,AIMD,4.25,4.25,4.3,3.963,-1.1627906976744196,0.86,0.88,0.9,0.86,15848.0,0.905,0.89,0.91,0.89,14125.0
2023-04-12,AIMD,4.316,4.25,4.696,4.25,1.552941176470587,0.85,0.8701,0.8994,0.85,23554.0,0.8994,0.85,0.8994,0.7925,9412.0
2023-04-13,AIMD,4.25,4.322,4.5,4.15,0.0,0.85,0.8632,0.9391,0.85,31909.0,0.85,0.8701,0.8994,0.85,23554.0
2023-04-14,AIMD,4.074,4.011,4.074,4.0,-3.0000000000000004,0.84,0.85,0.9,0.7925,17556.0,0.85,0.8632,0.9391,0.85,31909.0
2023-04-17,AIMD,4.24,4.0,4.24,3.951,4.074619538537065,0.8148,0.8148,0.8148,0.79,12042.0,0.84,0.85,0.9,0.7925,17556.0
2023-04-18,AIMD,4.05,4.2,4.2,4.025,-4.649793996468508,0.8495,0.848,0.85,0.7902,1940.0,0.8148,0.8148,0.8148,0.79,12042.0
2023-04-19,AIMD,4.5,3.851,4.5,3.85,16.883116883116884,0.77,0.81,0.89,0.73,22904.0,0.8495,0.848,0.85,0.7902,1940.0
2023-04-20,AIMD,4.0,3.8,4.0,3.8,0.5025125628140708,0.796,0.9,0.9,0.77,10156.0,0.77,0.81,0.89,0.73,22904.0
2023-04-21,AIMD,4.119,3.92,4.119,3.851,2.9749999999999917,0.8,0.8,0.8735,0.76,9738.0,0.796,0.9,0.9,0.77,10156.0
2023-04-24,AIMD,4.141,3.9,4.141,3.9,4.320443380778435,0.7939,0.8238,0.8238,0.7701,4065.0,0.8,0.8,0.8735,0.76,9738.0
2023-04-25,AIMD,3.899,3.9,3.9,3.9,-1.9979894445840558,0.7958,0.8282,0.8282,0.78,11773.0,0.7939,0.8238,0.8238,0.7701,4065.0
2023-04-26,AIMD,3.85,3.851,3.85,3.851,-1.2692307692307718,0.78,0.7799,0.7801,0.77,5231.0,0.7958,0.8282,0.8282,0.78,11773.0
2023-04-27,AIMD,4.1,4.1,4.1,4.1,0.1343265355965307,0.8189,0.7701,0.8539,0.7643,4813.0,0.78,0.7799,0.7801,0.77,5231.0
2023-04-28,AIMD,4.0,4.001,4.0,4.001,-0.11235955056179923,0.801,0.82,0.8201,0.801,1408.0,0.8189,0.7701,0.8539,0.7643,4813.0
2023-05-01,AIMD,4.05,4.05,4.05,4.05,3.8461538461538494,0.78,0.8001,0.8384,0.73,8610.0,0.801,0.82,0.8201,0.801,1408.0
2023-05-02,AIMD,4.05,4.028,4.253,3.875,0.012347203358451663,0.8099,0.81,0.8299,0.73,2634.0,0.78,0.8001,0.8384,0.73,8610.0
2023-05-04,AIMD,3.9,4.2,4.2,3.9,-7.142857142857137,0.84,0.81,0.84,0.81,640.0,0.8538,0.81,0.8538,0.7751,19448.0
2023-05-05,AIMD,3.9,3.9,3.901,3.9,-7.142857142857137,0.84,0.78,0.84,0.78,2151.0,0.84,0.81,0.84,0.81,640.0
2023-05-08,AIMD,4.2,3.65,4.2,3.65,11.999999999999995,0.75,0.78,0.81,0.73,29494.0,0.84,0.78,0.84,0.78,2151.0
2023-05-09,AIMD,4.2,4.2,4.2,4.2,4.99999999999999,0.8,0.84,0.84,0.73,4451.0,0.75,0.78,0.81,0.73,29494.0
2023-05-10,AIMD,3.8,3.8,3.8,3.8,1.3333333333333344,0.75,0.84,0.84,0.75,3862.0,0.8,0.84,0.84,0.73,4451.0
