Date,Ticker,9:30 Price,10:30 Price,High Price,Low Price,Gap Percentage,previous_day_close,previous_day_open,previous_day_high,previous_day_low,previous_day_volume,two_days_ago_close,two_days_ago_open,two_days_ago_high,two_days_ago_low,two_days_ago_volume
2023-03-08,SMX,66.66,72.598,77.0,60.5,-52.95031055900622,6.44,8.26,8.4144,6.2101,298602.0,8.23,9.5,9.5,8.2,246793.0
2023-03-09,SMX,94.6,92.07,98.12,83.6,18.131868131868124,3.64,3.03,4.5,2.75,1243448.0,6.44,8.26,8.4144,6.2101,298602.0
2023-03-10,SMX,89.76,93.5,99.0,89.32,0.7407407407407469,4.05,4.3,4.76,3.8,1070441.0,3.64,3.03,4.5,2.75,1243448.0
2023-03-13,SMX,85.36,71.06,86.46,66.249,-4.668304668304677,4.07,4.08,4.76,4.01,486479.0,4.05,4.3,4.76,3.8,1070441.0
2023-03-14,SMX,71.72,77.66,87.78,69.52,9.76430976430975,2.97,3.88,3.93,2.75,253400.0,4.07,4.08,4.76,4.01,486479.0
2023-03-15,SMX,74.36,67.102,76.113,66.22,-5.322128851540615,3.57,3.26,3.99,3.16,628758.0,2.97,3.88,3.93,2.75,253400.0
2023-03-16,SMX,61.16,44.33,61.16,43.56,-0.714285714285715,2.8,3.38,3.4597,2.7601,207297.0,3.57,3.26,3.99,3.16,628758.0
2023-03-17,SMX,37.4,35.86,38.392,34.1,-3.4090909090909123,1.76,2.78,2.78,1.71,635156.0,2.8,3.38,3.4597,2.7601,207297.0
2023-03-20,SMX,34.76,31.9,34.76,29.7,2.9584256483774345,1.5346,1.7,1.7451,1.41,452847.0,1.76,2.78,2.78,1.71,635156.0
2023-03-21,SMX,29.04,31.0,31.0,29.04,-3.6496350364963535,1.37,1.58,1.58,1.35,252810.0,1.5346,1.7,1.7451,1.41,452847.0
2023-03-22,SMX,27.5,26.62,28.16,26.62,0.0,1.25,1.32,1.4091,1.25,136970.0,1.37,1.58,1.58,1.35,252810.0
2023-03-23,SMX,33.0,27.72,33.0,25.74,57.89473684210527,0.95,1.25,1.28,0.95,449425.0,1.25,1.32,1.4091,1.25,136970.0
2023-03-24,SMX,25.3,27.064,28.6,25.3,-10.852713178294584,1.29,1.5,1.5,1.17,24000225.0,0.95,1.25,1.28,0.95,449425.0
2023-03-27,SMX,24.42,23.98,25.3,22.66,-7.4999999999999885,1.2,1.15,1.3,1.01,1375803.0,1.29,1.5,1.5,1.17,24000225.0
2023-03-28,SMX,24.86,23.32,25.08,23.1,-2.5862068965517264,1.16,1.11,1.19,1.03,478613.0,1.2,1.15,1.3,1.01,1375803.0
2023-03-29,SMX,22.0,21.978,22.22,21.34,1.3581998783701568,0.9866,1.13,1.14,0.98,363651.0,1.16,1.11,1.19,1.03,478613.0
2023-03-30,SMX,22.691,22.0,22.92,21.78,-1.301435406698549,1.045,1.0,1.11,0.97,334332.0,0.9866,1.13,1.14,0.98,363651.0
