Date,Ticker,9:30 Price,10:30 Price,High Price,Low Price,Gap Percentage,previous_day_close,previous_day_open,previous_day_high,previous_day_low,previous_day_volume,two_days_ago_close,two_days_ago_open,two_days_ago_high,two_days_ago_low,two_days_ago_volume
2023-03-01,DKL,47.023,45.945,47.078,45.584,2.7766759222530712,50.42,48.99,52.075,48.02,283112.0,48.22,47.5,48.77,47.5,29334.0
2023-03-02,DKL,45.063,45.003,45.116,44.95,-0.5009016229212583,49.91,51.82,52.39,49.89,76563.0,50.42,48.99,52.075,48.02,283112.0
2023-03-03,DKL,45.444,45.13,45.497,44.5,2.079086832450053,49.06,49.66,50.395,48.82,37973.0,49.91,51.82,52.39,49.89,76563.0
2023-03-06,DKL,44.918,45.184,45.548,44.33,-0.6024096385542111,49.8,50.08,50.45,48.83,36438.0,49.06,49.66,50.395,48.82,37973.0
2023-03-07,DKL,45.589,45.068,45.647,44.373,1.188318227593159,49.65,49.5,50.2588,48.975,28550.0,49.8,50.08,50.45,48.83,36438.0
2023-03-08,DKL,45.335,46.045,46.16,45.222,-1.0105012878937942,50.47,50.24,50.725,49.0226,29006.0,49.65,49.5,50.2588,48.975,28550.0
2023-03-09,DKL,45.961,46.444,46.56,45.718,-0.7641065830721014,51.04,49.96,51.705,49.03,41426.0,50.47,50.24,50.725,49.0226,29006.0
2023-03-10,DKL,46.242,45.529,46.424,45.475,-0.2739726027397271,51.1,50.65,52.17,50.12,47983.0,51.04,49.96,51.705,49.03,41426.0
2023-03-13,DKL,47.114,47.305,47.423,45.656,0.2510137092102772,51.79,50.96,52.87,50.2032,53425.0,51.1,50.65,52.17,50.12,47983.0
2023-03-14,DKL,47.903,47.187,49.367,47.132,0.45670789724072697,52.55,51.92,53.79,50.44,57663.0,51.79,50.96,52.87,50.2032,53425.0
2023-03-16,DKL,46.07,47.269,47.541,45.955,0.4352126607319604,50.55,51.73,52.86,49.72,35673.0,52.73,52.79,54.3399,52.0701,25693.0
2023-03-17,DKL,47.522,46.181,47.578,45.955,-0.0953834414345751,52.42,50.77,52.42,50.77,44675.0,50.55,51.73,52.86,49.72,35673.0
2023-03-20,DKL,47.495,47.413,47.55,45.919,1.0424710424710546,51.8,52.37,52.37,50.12,72296.0,52.42,50.77,52.42,50.77,44675.0
