Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-28 00:00:00-05:00,89.53828280891281,90.27008476817242,89.12502630581332,89.43496704101562,13000800,0.0,0.0
2019-02-04 00:00:00-05:00,89.35747735545479,90.07206324204533,86.14614979439008,87.265380859375,57449600,0.0,0.0
2019-02-11 00:00:00-05:00,87.60976692033191,91.00188582659484,86.75742662271834,90.87274932861328,60820300,0.0,0.0
2019-02-18 00:00:00-05:00,90.32173380908955,91.33764249880666,89.37468915174583,90.39921569824219,41842600,0.0,0.0
2019-02-25 00:00:00-05:00,91.04493253468824,92.35356602708478,89.48662420740581,89.90848541259766,65635100,0.0,0.0
2019-03-04 00:00:00-05:00,90.33033731724656,91.19128221711011,87.80776849790682,88.6859359741211,55681800,0.0,0.0
2019-03-11 00:00:00-04:00,89.52104517351958,91.94890930046218,89.2455430941675,91.73367309570312,68742700,0.0,0.0
2019-03-18 00:00:00-04:00,91.73367968880585,93.32642640479953,85.6812316584488,85.88786315917969,91611700,0.0,0.0
2019-03-25 00:00:00-04:00,85.74151693327842,87.80778642858864,84.45009931977073,87.15347290039062,76750100,0.0,0.0
2019-04-01 00:00:00-04:00,87.94553205397875,91.57010967414561,87.91970475523352,90.6661148071289,61179700,0.8,0.0
2019-04-08 00:00:00-04:00,91.18636875861809,97.03353769657981,90.4402900569457,96.47831726074219,65048700,0.0,0.0
2019-04-15 00:00:00-04:00,96.2267183857543,99.72287384943971,94.66516361237987,98.43025207519531,57040800,0.0,0.0
2019-04-22 00:00:00-04:00,97.88372714904422,99.401909544958,97.59743973731476,99.30648040771484,43615800,0.0,0.0
2019-04-29 00:00:00-04:00,99.41926895477202,101.64015767814921,99.28913769610234,100.73792266845703,52842900,0.0,0.0
2019-05-06 00:00:00-04:00,99.05487995175694,100.1739978838264,95.89706158074272,97.6061019897461,59375400,0.0,0.0
2019-05-13 00:00:00-04:00,95.49800269258215,97.31114288683548,94.22272854471052,96.09659576416016,53672100,0.0,0.0
2019-05-20 00:00:00-04:00,95.93175001750558,97.09424044599457,93.25974820146637,95.17699432373047,47500300,0.0,0.0
2019-05-27 00:00:00-04:00,94.73457913876764,95.28112903891919,90.95213560021887,91.92377471923828,42952500,0.0,0.0
2019-06-03 00:00:00-04:00,91.78497919878473,96.18337053247528,91.35121276895823,94.69989013671875,52225400,0.0,0.0
2019-06-10 00:00:00-04:00,96.07925908936208,96.79063573163941,94.24008714210235,95.27245330810547,48383100,0.0,0.0
2019-06-17 00:00:00-04:00,95.16834092203051,96.8773815145945,94.54372289590913,94.94278717041016,73039900,0.0,0.0
2019-06-24 00:00:00-04:00,94.8039719801673,97.53670129690192,93.40724380980848,96.99015808105469,74565600,0.0,0.0
2019-07-01 00:00:00-04:00,98.2307374463563,99.34984888361579,97.38922960913429,98.45629119873047,37678200,0.8,0.0
