Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-02-04 00:00:00-05:00,85.82420925357879,86.76849591383441,85.02112087601172,86.23016357421875,24909600,0.0,0.0
2019-02-11 00:00:00-05:00,86.03601517816257,87.9863641261758,85.98306666062298,86.90970611572266,51319300,0.0,0.0
2019-02-18 00:00:00-05:00,86.98028725861778,88.60411109786162,86.90086449567283,88.47173309326172,34415800,0.0,0.0
2019-02-25 00:00:00-05:00,88.56881702148196,88.64823979085982,86.33606495307468,86.87439727783203,38873600,0.0,0.0
2019-03-04 00:00:00-05:00,86.98911391622003,87.9687017202161,86.26545512464884,86.84791564941406,31345300,0.0,0.0
2019-03-11 00:00:00-04:00,87.18326016432327,90.80155382086727,86.93615816822141,90.40442657470703,64418100,0.0,0.0
2019-03-18 00:00:00-04:00,90.0690710984239,91.03101159592987,87.3774165705175,89.71607208251953,42547600,0.0,0.0
2019-03-25 00:00:00-04:00,89.71608577801254,91.91353663268212,89.36307997519587,91.82528686523438,34231100,0.0,0.0
2019-04-01 00:00:00-04:00,91.98412515046597,91.98412515046597,90.67800589859287,91.4722671508789,27009700,0.0,0.0
2019-04-08 00:00:00-04:00,91.71938620035701,92.78722390847734,91.3399061277997,92.71662139892578,31469500,0.0,0.0
2019-04-15 00:00:00-04:00,92.64602249205414,94.172762994622,92.47834322079123,93.5903091430664,27802300,0.746,0.0
2019-04-22 00:00:00-04:00,94.3220951869973,95.27304794000905,90.76713061042149,94.08213806152344,48964500,0.0,0.0
2019-04-29 00:00:00-04:00,93.82439670023614,94.75757755795487,93.01564583336211,94.27765655517578,30836400,0.0,0.0
2019-05-06 00:00:00-04:00,93.42448256157411,94.33988496340663,92.23356576169662,94.21546173095703,29022200,0.0,0.0
2019-05-13 00:00:00-04:00,93.44224925494511,96.58839391760151,93.18451349319717,95.4952392578125,35769500,0.0,0.0
2019-05-20 00:00:00-04:00,95.48635723431175,96.09958405497852,94.10880565434846,94.8198013305664,27229100,0.0,0.0
2019-05-27 00:00:00-04:00,94.82869657651048,95.3175070170262,91.01600226272065,91.46037292480469,29764300,0.0,0.0
2019-06-03 00:00:00-04:00,91.67365212216168,97.21050575861734,91.00709625134698,96.66837310791016,36666000,0.0,0.0
2019-06-10 00:00:00-04:00,96.26845341924354,99.3168362251621,95.50413538996547,98.8280258178711,35578700,0.0,0.0
2019-06-17 00:00:00-04:00,98.79248213421151,99.95673101995843,97.10387237695628,98.8280258178711,41622800,0.0,0.0
2019-06-24 00:00:00-04:00,99.3790288885111,100.09890700508059,96.89055111237103,97.4504623413086,37259300,0.0,0.0
2019-07-01 00:00:00-04:00,97.69042868467179,101.55645145389902,97.41492108919603,100.56106567382812,28272200,0.0,0.0
2019-07-08 00:00:00-04:00,100.72991822141856,102.39186660524838,99.82340523604755,102.19634246826172,30140100,0.0,0.0
2019-07-15 00:00:00-04:00,102.26744888875824,103.55612090741197,102.01860243940915,102.21412658691406,34122400,0.746,0.0
2019-07-22 00:00:00-04:00,102.90289449731165,103.8063380164307,99.62903351239765,102.62560272216797,35218300,0.0,0.0
2019-07-29 00:00:00-04:00,102.62560861706723,108.91391927856064,102.52721343485445,104.15519714355469,62774000,0.0,0.0
2019-08-05 00:00:00-04:00,103.84210759769127,105.58638007210473,100.79187772339417,104.45931243896484,46329100,0.0,0.0
2019-08-12 00:00:00-04:00,104.45933127396997,106.92814425974709,103.39487793826976,106.60612487792969,37926900,0.0,0.0
2019-08-19 00:00:00-04:00,107.31277771030486,107.74213233468747,104.14625835149114,104.9423599243164,28544000,0.0,0.0
2019-08-26 00:00:00-04:00,105.32699413984083,109.12860539329581,104.85291194603086,107.54534912109375,28276700,0.0,0.0
2019-09-02 00:00:00-04:00,107.15177047456166,110.40773821933357,107.00864771350982,109.90682220458984,23345000,0.0,0.0
2019-09-09 00:00:00-04:00,109.76367346852429,110.21092175426898,106.76711131892836,109.23592376708984,37781800,0.0,0.0
2019-09-16 00:00:00-04:00,108.9586583206523,109.66531164593903,106.46301130840259,109.34329223632812,41575800,0.0,0.0
2019-09-23 00:00:00-04:00,109.30749248124724,111.81208593600091,109.10176206482714,111.42745208740234,32080800,0.0,0.0
2019-09-30 00:00:00-04:00,111.42745777458043,112.13411101269922,107.52745147212173,110.91759490966797,26926600,0.0,0.0
2019-10-07 00:00:00-04:00,110.49718770010146,110.81920709140121,108.05521527795881,108.31461334228516,24306200,0.0,0.0
2019-10-14 00:00:00-04:00,108.78868529871792,108.78868529871792,103.91367444948692,105.07652282714844,41420800,0.746,0.0
2019-10-21 00:00:00-04:00,105.70272145187482,113.21947819346224,105.63970698790698,110.9509506225586,42210300,0.0,0.0
2019-10-28 00:00:00-04:00,111.15800503341691,112.93141410035295,110.3658153303575,111.50908660888672,28263500,0.0,0.0
2019-11-04 00:00:00-05:00,111.55410877507533,111.55410877507533,106.44091170237857,107.75521850585938,39506900,0.0,0.0
2019-11-11 00:00:00-05:00,107.5571544868204,109.07850557462082,106.71995843989897,108.5113754272461,28169700,0.0,0.0
2019-11-18 00:00:00-05:00,108.2503371832103,110.52786916601278,107.4761554281307,108.28634643554688,31471800,0.0,0.0
2019-11-25 00:00:00-05:00,108.42137051090232,110.39282712097331,108.04327682644988,109.87970733642578,20048200,0.0,0.0
2019-12-02 00:00:00-05:00,109.77169091652333,112.93142541224987,108.88948144103836,111.79716491699219,33579800,0.0,0.0
2019-12-09 00:00:00-05:00,111.90517715410051,113.2104866410403,111.43707066544536,112.94942474365234,28385600,0.0,0.0
2019-12-16 00:00:00-05:00,112.9494265487631,113.96666206748067,111.3470527588288,112.85040283203125,48601300,0.0,0.0
2019-12-23 00:00:00-05:00,112.99444091988109,113.69661101565187,112.14824755554498,113.50756072998047,18594000,0.0,0.0
2019-12-30 00:00:00-05:00,113.21048643628289,113.40853386622327,109.69966373950275,110.34781646728516,24784500,0.0,0.0
2020-01-06 00:00:00-05:00,110.33882474560491,111.91419346377063,109.70868000556365,111.59912109375,29514000,0.0,0.0
2020-01-13 00:00:00-05:00,111.62611296452636,114.32674472979716,111.45507075494612,113.79562377929688,38631500,0.0,0.0
2020-01-20 00:00:00-05:00,113.79562266157768,114.13770020931648,111.31103953887524,112.65235137939453,36554900,0.746,0.0
2020-01-27 00:00:00-05:00,112.968489229924,114.98788891096967,112.66965309126783,112.85076904296875,33316900,0.0,0.0
2020-02-03 00:00:00-05:00,112.88698239557053,115.99304297180285,112.73303212282424,114.1728744506836,33707700,0.0,0.0
2020-02-10 00:00:00-05:00,114.51698960038246,114.85204891549557,111.24792107795699,114.22721099853516,30401600,0.0,0.0
2020-02-17 00:00:00-05:00,113.94648211537616,115.97493909821767,112.8779222988518,114.73431396484375,26320100,0.0,0.0
2020-02-24 00:00:00-05:00,113.43030208440877,114.6346900892944,96.5959596782338,102.53643035888672,59414500,0.0,0.0
2020-03-02 00:00:00-05:00,102.5002251583447,112.91415363167569,101.92066795253825,110.1703109741211,53550900,0.0,0.0
2020-03-09 00:00:00-04:00,104.38376409321316,109.4096184017302,91.46144253009906,103.2970962524414,79358300,0.0,0.0
2020-03-16 00:00:00-04:00,92.14062071600709,110.025409503635,91.46145152154021,92.75640106201172,96309000,0.0,0.0
2020-03-23 00:00:00-04:00,90.72795229491503,103.49633195102473,85.43042697550874,99.76542663574219,78060500,0.0,0.0
2020-03-30 00:00:00-04:00,103.14316351382969,104.95428137391848,96.8948055147501,104.21172332763672,64295900,0.0,0.0
2020-04-06 00:00:00-04:00,105.95039496388115,108.72140308286849,101.2958226096302,103.83139038085938,56598600,0.0,0.0
