Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2022-02-08 00:00:00-05:00,,,,,0,0.76,0.0
2022-02-09 00:00:00-05:00,234.04730224609375,235.14601445452777,233.55140923610523,233.5708598026471,554300,0.0,0.0
2022-02-10 00:00:00-05:00,230.73167419433594,234.4459310562435,229.9538147711635,231.7526137599726,661000,0.0,0.0
2022-02-11 00:00:00-05:00,229.40931701660156,233.0652370084377,228.22308473761177,230.10938901195402,639200,0.0,0.0
2022-02-14 00:00:00-05:00,227.37718200683594,229.6037896896468,226.56042141363096,229.39959583223674,563500,0.0,0.0
2022-02-15 00:00:00-05:00,213.4729766845703,228.17445844388172,212.9381974223871,227.66884761086905,2605300,0.0,0.0
2022-02-16 00:00:00-05:00,214.7953643798828,217.62482111152826,212.65626185714194,213.91054900280832,1905500,0.0,0.0
2022-02-17 00:00:00-05:00,212.81178283691406,214.67863641434522,210.8282555472789,214.05635188853483,1322300,0.0,0.0
2022-02-18 00:00:00-05:00,209.8754119873047,214.20223578367134,209.24339468176376,211.9853459546018,2184300,0.0,0.0
2022-02-22 00:00:00-05:00,210.9352264404297,211.22692557817837,207.60015917653735,207.89185831428603,1209700,0.0,0.0
2022-02-23 00:00:00-05:00,206.5986785888672,213.37575441207335,206.23892471164436,212.67568238755027,1052900,0.0,0.0
2022-02-24 00:00:00-05:00,209.0586395263672,209.11699122292424,201.84402270799168,202.96220026060163,1473600,0.0,0.0
2022-02-25 00:00:00-05:00,211.03245544433594,211.9464391776109,208.01827050121742,210.2157097051504,1123800,0.0,0.0
2022-02-28 00:00:00-05:00,209.65176391601562,210.15737478436785,207.24041297196163,209.0489298891109,1550800,0.0,0.0
2022-03-01 00:00:00-05:00,207.7362823486328,210.95467587474067,206.8611997765139,209.34062017942998,951900,0.0,0.0
2022-03-02 00:00:00-05:00,209.84622192382812,210.81854244464336,206.7445170885982,207.16260779106057,744100,0.0,0.0
2022-03-03 00:00:00-05:00,212.2478485107422,213.1326637810713,210.02124095641133,210.31294009169324,792200,0.0,0.0
2022-03-04 00:00:00-05:00,211.6352996826172,211.8394786947394,207.52237297265518,210.01152610452417,923300,0.0,0.0
2022-03-07 00:00:00-05:00,207.0848388671875,210.98385399925948,206.27781098244986,210.39073783512387,917700,0.0,0.0
2022-03-08 00:00:00-05:00,208.6988983154297,213.0160042634089,205.85000600622988,207.01678778871295,1277300,0.0,0.0
2022-03-09 00:00:00-05:00,208.77670288085938,212.9576848779714,208.61141014144798,211.88812616832533,812200,0.0,0.0
2022-03-10 00:00:00-05:00,207.7265625,208.30996076679648,203.89561714457426,206.83202937096385,1020800,0.0,0.0
2022-03-11 00:00:00-05:00,206.51116943359375,209.92400936200474,206.40421357527936,208.82529718452224,535200,0.0,0.0
2022-03-14 00:00:00-04:00,213.60911560058594,214.41614348127317,208.28080285150298,209.2628413192035,918900,0.0,0.0
2022-03-15 00:00:00-04:00,215.9815673828125,217.12889850428763,212.78262448174002,215.37871855620904,781000,0.0,0.0
2022-03-16 00:00:00-04:00,216.1857452392578,218.8887951527479,211.94642709264758,217.20668477324426,820200,0.0,0.0
2022-03-17 00:00:00-04:00,215.6315460205078,218.28597713390312,215.08704885226624,215.99129989885992,646500,0.0,0.0
2022-03-18 00:00:00-04:00,219.6763916015625,220.3861963397771,215.03843290430245,216.14687782292526,1372700,0.0,0.0
2022-03-21 00:00:00-04:00,219.5986328125,221.35853087988804,218.44156882262092,219.4527758077749,453100,0.0,0.0
2022-03-22 00:00:00-04:00,221.4168701171875,221.5529944211929,218.14987198462185,221.38770168321753,426500,0.0,0.0
2022-03-23 00:00:00-04:00,218.30540466308594,220.95983549636563,217.80951170856872,220.736205933673,576200,0.0,0.0
2022-03-24 00:00:00-04:00,220.1917266845703,220.21116241407947,217.58589979617406,218.3054223717507,457800,0.0,0.0
2022-03-25 00:00:00-04:00,223.06007385253906,223.85736903476067,221.2029379337574,221.93217838848406,497600,0.0,0.0
2022-03-28 00:00:00-04:00,223.0211639404297,223.3128630781243,221.076522804378,222.3697109402245,503100,0.0,0.0
2022-03-29 00:00:00-04:00,225.33531188964844,225.88954178471732,222.74893538553184,224.732477830958,534900,0.0,0.0
2022-03-30 00:00:00-04:00,226.62847900390625,226.64792956940215,223.342030747514,224.59633258439828,599900,0.0,0.0
2022-03-31 00:00:00-04:00,223.94485473632812,227.0368266675288,223.8573346195254,226.6867907096162,699200,0.0,0.0
2022-04-01 00:00:00-04:00,227.2410430908203,227.40633580454633,222.12662748399552,224.11988758599514,592300,0.0,0.0
2022-04-04 00:00:00-04:00,223.3517608642578,230.2455100275737,221.9516168934401,230.12882147238275,936400,0.0,0.0
2022-04-05 00:00:00-04:00,223.9643096923828,226.10341191376006,221.59184520021685,221.59184520021685,894700,0.0,0.0
2022-04-06 00:00:00-04:00,225.39364624023438,226.59932918059818,221.85439968751524,223.60457981499957,999400,0.0,0.0
2022-04-07 00:00:00-04:00,235.78775024414062,239.6770327223945,229.2926556269456,229.45794835189915,2057400,0.0,0.0
2022-04-08 00:00:00-04:00,237.69351196289062,239.44367725885192,232.9777508889927,235.14602177823232,1270800,0.0,0.0
2022-04-11 00:00:00-04:00,240.6590576171875,242.17589016065764,237.47958005299122,237.47958005299122,1254700,0.0,0.0
2022-04-12 00:00:00-04:00,241.94253540039062,244.85949718498273,239.64785820305408,239.64785820305408,1097000,0.0,0.0
2022-04-13 00:00:00-04:00,241.74807739257812,243.52742588469147,240.4937755004881,240.52294393179858,780300,0.0,0.0
2022-04-14 00:00:00-04:00,244.46084594726562,246.83331060912099,243.0315334638763,243.08015246165562,780400,0.0,0.0
2022-04-18 00:00:00-04:00,245.8220977783203,247.74728838521554,244.23721047480868,244.46084005548187,770200,0.0,0.0
2022-04-19 00:00:00-04:00,246.84303283691406,249.00158581583958,245.85127647957503,245.85127647957503,786300,0.0,0.0
2022-04-20 00:00:00-04:00,251.6171112060547,252.3657873487026,246.38602188974988,247.94174070719222,1045800,0.0,0.0
2022-04-21 00:00:00-04:00,247.1736297607422,254.28127623731552,246.72635575036523,252.463041437179,1141800,0.0,0.0
2022-04-22 00:00:00-04:00,244.01358032226562,248.30150282260558,243.70243061385412,246.5707733697621,1097200,0.0,0.0
2022-04-25 00:00:00-04:00,241.8550262451172,244.84977540984377,239.38532366520073,244.48028884203706,1271000,0.0,0.0
2022-04-26 00:00:00-04:00,241.05770874023438,244.00383881694273,239.00611178828038,241.14521402890472,861300,0.0,0.0
2022-04-27 00:00:00-04:00,242.40924072265625,244.8011558705477,240.38681214175188,241.05771571383488,870400,0.0,0.0
2022-04-28 00:00:00-04:00,243.25514221191406,244.5969492862181,240.66878088696882,241.67026984240525,607400,0.0,0.0
2022-04-29 00:00:00-04:00,239.2783660888672,243.5468528080263,238.44216980318882,242.41897221979053,796700,0.0,0.0
2022-05-02 00:00:00-04:00,237.275390625,241.54387738987685,235.33074945947186,240.41598195312622,895200,0.0,0.0
2022-05-03 00:00:00-04:00,238.26715087890625,240.9702007884792,237.00313121182307,238.7144100181235,1030800,0.0,0.0
2022-05-04 00:00:00-04:00,247.3881378173828,247.77833396410213,237.17459663994998,238.18911555243756,1122800,0.8,0.0
2022-05-05 00:00:00-04:00,245.7395477294922,248.27585262011064,244.8420846249629,245.57371361197337,1808400,0.0,0.0
2022-05-06 00:00:00-04:00,241.40829467773438,245.0761891999613,240.54984526156298,243.8763218641977,1592800,0.0,0.0
2022-05-09 00:00:00-04:00,240.20843505859375,243.95437191035785,238.4525225077575,239.13537325390774,1148700,0.0,0.0
2022-05-10 00:00:00-04:00,240.73521423339844,243.91535638383553,237.88674033665106,242.32529275113234,1059200,0.0,0.0
2022-05-11 00:00:00-04:00,239.93528747558594,244.83231331003734,239.59385467036194,240.58887423313155,997700,0.0,0.0
2022-05-12 00:00:00-04:00,239.2134246826172,242.49112327545947,237.01853763075934,239.14513216285587,1282700,0.0,0.0
2022-05-13 00:00:00-04:00,242.82276916503906,244.27627737081872,238.0232850397846,239.6231130815361,1529000,0.0,0.0
2022-05-16 00:00:00-04:00,243.31053161621094,244.56894179646358,241.1449086462675,243.22273971108532,982900,0.0,0.0
2022-05-17 00:00:00-04:00,244.80308532714844,245.95418947780084,242.5984484081452,244.86161327149776,1012900,0.0,0.0
2022-05-18 00:00:00-04:00,231.2435302734375,244.8518259920031,231.03866761462888,244.8518259920031,1375300,0.0,0.0
2022-05-19 00:00:00-04:00,229.07791137695312,231.81907888824966,226.08310296124677,229.39982991214507,1422000,0.0,0.0
2022-05-20 00:00:00-04:00,228.7559814453125,230.9898819215278,226.76595728193868,230.47286532910616,1269000,0.0,0.0
2022-05-23 00:00:00-04:00,232.82383728027344,234.42366530208025,229.302262716506,230.219240037242,1201100,0.0,0.0
2022-05-24 00:00:00-04:00,238.0232696533203,238.41346578070795,231.9068478595849,231.9068478595849,1088300,0.0,0.0
2022-05-25 00:00:00-04:00,237.07704162597656,237.93549101609923,234.47244437370412,236.57953930308037,740300,0.0,0.0
2022-05-26 00:00:00-04:00,238.38421630859375,241.4180382713203,236.80390254605797,238.12084060485714,887800,0.0,0.0
2022-05-27 00:00:00-04:00,240.2766876220703,241.1839152141117,238.91098627225662,240.49129996061652,959400,0.0,0.0
2022-05-31 00:00:00-04:00,239.45729064941406,240.0328352123415,236.4234685270797,239.20366462635192,1958900,0.0,0.0
2022-06-01 00:00:00-04:00,238.19888305664062,239.97430989252982,233.945694130288,239.6621410437902,883900,0.0,0.0
2022-06-02 00:00:00-04:00,239.76943969726562,239.79871855031698,234.19931280334256,238.58908662697272,677300,0.0,0.0
2022-06-03 00:00:00-04:00,237.36968994140625,239.2329085073463,236.48197660768253,238.99878189300412,618200,0.0,0.0
2022-06-06 00:00:00-04:00,239.8474884033203,241.11564829705665,237.8574640987874,238.54031484617468,509800,0.0,0.0
2022-06-07 00:00:00-04:00,240.20843505859375,240.82299328761403,237.5257954319086,237.5745587898244,730800,0.0,0.0
2022-06-08 00:00:00-04:00,239.43775939941406,240.72543346758036,238.36471256097087,239.04756325543994,588000,0.0,0.0
2022-06-09 00:00:00-04:00,235.73086547851562,241.5058703376594,235.5845456277901,238.99881440500445,838800,0.0,0.0
2022-06-10 00:00:00-04:00,233.23355102539062,234.83337907000111,230.71674564697366,232.60922824907993,718100,0.0,0.0
2022-06-13 00:00:00-04:00,224.39547729492188,230.07292514219608,223.6735980325621,229.34129618569347,1232600,0.0,0.0
2022-06-14 00:00:00-04:00,225.82948303222656,228.599914586435,224.32721137917918,224.98079816157855,970300,0.0,0.0
2022-06-15 00:00:00-04:00,224.93202209472656,228.551138554602,222.21035387247258,227.68293940121933,1102500,0.0,0.0
2022-06-16 00:00:00-04:00,220.2398223876953,222.00548449197458,218.37660380532262,221.91769259270768,1159700,0.0,0.0
2022-06-17 00:00:00-04:00,222.12254333496094,223.4199671088452,219.3423622923766,219.3423622923766,2663200,0.0,0.0
2022-06-21 00:00:00-04:00,229.18521118164062,231.4678899476693,222.4152022065557,223.82968187516173,1349600,0.0,0.0
2022-06-22 00:00:00-04:00,231.58494567871094,232.80432726902646,226.824490071939,228.54137399249277,1335200,0.0,0.0
2022-06-23 00:00:00-04:00,233.4871826171875,234.35538167597574,231.9946608069676,232.24828680800815,964600,0.0,0.0
2022-06-24 00:00:00-04:00,239.48655700683594,239.73043333780015,234.47246023761338,235.80889776808755,1151500,0.0,0.0
2022-06-27 00:00:00-04:00,241.35952758789062,242.19846276926597,238.1891352571744,239.34023928977317,799200,0.0,0.0
2022-06-28 00:00:00-04:00,239.5060577392578,245.89562022625466,238.69638658003257,242.38379530491972,968300,0.0,0.0
2022-06-29 00:00:00-04:00,237.66236877441406,242.31551849036336,237.46725580000964,239.57435088932448,1272800,0.0,0.0
2022-06-30 00:00:00-04:00,227.3512725830078,232.2483135667536,225.59535999072543,232.2483135667536,1966600,0.0,0.0
2022-07-01 00:00:00-04:00,229.66322326660156,231.9361525763095,224.52232065812962,227.3512802913114,1345200,0.0,0.0
2022-07-05 00:00:00-04:00,230.91188049316406,231.8971355489132,225.69292085912537,229.8485683373205,1326300,0.0,0.0
2022-07-06 00:00:00-04:00,233.57498168945312,234.78459868467561,230.78503605220246,233.07746448074673,1070500,0.0,0.0
2022-07-07 00:00:00-04:00,235.6918487548828,237.652609154314,233.01895873108012,233.01895873108012,881200,0.0,0.0
2022-07-08 00:00:00-04:00,236.2381134033203,239.8377302914673,235.49673474432328,236.09179356438318,692400,0.0,0.0
2022-07-11 00:00:00-04:00,235.23333740234375,236.5502754551235,234.58950035942792,235.29186533623994,535100,0.0,0.0
2022-07-12 00:00:00-04:00,234.6675567626953,238.16961727961322,234.27736058976296,234.62854309941403,644200,0.0,0.0
2022-07-13 00:00:00-04:00,238.97927856445312,240.46205075313256,234.42367070758513,236.60880788642697,1089500,0.0,0.0
2022-07-14 00:00:00-04:00,244.8225555419922,245.4663925840241,234.86264031853216,235.3991711868921,1330500,0.0,0.0
2022-07-15 00:00:00-04:00,238.550048828125,240.07184953138966,233.89689947275707,237.47700197720366,1722100,0.0,0.0
2022-07-18 00:00:00-04:00,237.48675537109375,241.30098455508863,236.64782024219755,239.3694882853152,842700,0.0,0.0
2022-07-19 00:00:00-04:00,238.73541259765625,240.0426010379941,237.0868062266197,238.39399466695755,818100,0.0,0.0
2022-07-20 00:00:00-04:00,237.21359252929688,240.24741423059595,236.85266037636998,238.63783663967726,882100,0.0,0.0
2022-07-21 00:00:00-04:00,236.34544372558594,237.9452719631997,233.38966359685458,237.07707276507452,813200,0.0,0.0
2022-07-22 00:00:00-04:00,236.44296264648438,238.37445883600324,235.184552562913,236.76488115890896,504200,0.0,0.0
2022-07-25 00:00:00-04:00,234.77484130859375,237.58430112691158,233.60423801263747,236.4136978309553,577100,0.0,0.0
2022-07-26 00:00:00-04:00,235.58450317382812,236.5502586696725,233.54570090096234,234.87238855357427,871400,0.0,0.0
2022-07-27 00:00:00-04:00,239.3109588623047,240.18890764718813,235.1260329379552,236.02349599595556,679800,0.0,0.0
2022-07-28 00:00:00-04:00,242.26673889160156,242.93982502206856,238.7061357378251,239.93528190004545,712500,0.0,0.0
