Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2022-02-08 00:00:00-05:00,,,,,0,0.125,0.0
2022-02-09 00:00:00-05:00,37.98921585083008,38.29775739925851,37.46855060856759,37.613177390459136,12472500,0.0,0.0
2022-02-10 00:00:00-05:00,37.7674560546875,39.10768805341201,37.54569200030734,37.777100049024895,11082700,0.0,0.0
2022-02-11 00:00:00-05:00,39.1655387878418,39.281244655628434,37.69032391557193,37.99886554012372,15533600,0.0,0.0
2022-02-14 00:00:00-05:00,37.89280319213867,38.98234285911704,37.60354588250984,38.95341823158603,12804400,0.0,0.0
2022-02-15 00:00:00-05:00,38.65451431274414,38.741291867573686,36.75505210042293,37.06359370023776,14924600,0.0,0.0
2022-02-16 00:00:00-05:00,40.197227478027344,41.11321207937275,39.19446898880607,39.213749622929726,21249800,0.0,0.0
2022-02-17 00:00:00-05:00,39.63799285888672,40.06223664785468,39.34873556285829,39.618708548737345,9526500,0.0,0.0
2022-02-18 00:00:00-05:00,38.77021408081055,39.6379895751118,38.28811740133335,39.0401907224297,11301500,0.0,0.0
2022-02-22 00:00:00-05:00,38.13385009765625,40.07188098609068,37.56497581673596,39.94653480809642,20930000,0.0,0.0
2022-02-23 00:00:00-05:00,38.31705093383789,38.93413417930922,37.9795810052727,38.37490018928441,9462300,0.0,0.0
2022-02-24 00:00:00-05:00,36.94789123535156,38.54845215135718,35.95477319847574,38.31704779233076,21602400,0.0,0.0
2022-02-25 00:00:00-05:00,38.03742980957031,38.182056610592525,36.91896562904484,37.063592430067054,11382000,0.0,0.0
2022-02-28 00:00:00-05:00,37.83495330810547,37.86387793515563,36.61042716219735,37.487843071078764,14946300,0.0,0.0
2022-03-01 00:00:00-05:00,36.321163177490234,38.49059830150689,35.35696978903839,38.220625329734254,20586200,0.0,0.0
2022-03-02 00:00:00-05:00,37.83495330810547,38.056717364404484,36.82254722407552,37.188941771837726,16209100,0.0,0.0
2022-03-03 00:00:00-05:00,37.14072799682617,37.439629257138165,36.176534654265076,37.246789853004806,22756100,0.0,0.0
2022-03-04 00:00:00-05:00,37.545692443847656,37.671038624971516,36.350094599317025,36.78398239697177,22922900,0.0,0.0
2022-03-07 00:00:00-05:00,40.5925407409668,41.84599510568128,37.969937189413535,38.07599905209916,29778900,0.0,0.0
2022-03-08 00:00:00-05:00,43.465843200683594,44.61323210078629,41.508527964135695,41.508527964135695,41068100,0.0,0.0
2022-03-09 00:00:00-05:00,41.03607177734375,42.69448189793167,40.01402546543383,41.83635037403737,30347200,0.0,0.0
2022-03-10 00:00:00-05:00,41.84599685668945,42.15453846390049,40.582902123471364,41.556735881586285,15498300,0.0,0.0
2022-03-11 00:00:00-05:00,41.36389923095703,42.135253232113726,40.920367461949176,41.151775501349185,13251200,0.0,0.0
2022-03-14 00:00:00-04:00,40.06223678588867,40.56361781718162,39.3776603247046,40.56361781718162,14389400,0.0,0.0
2022-03-15 00:00:00-04:00,37.854225158691406,39.09803532677557,37.30463530360405,38.39417469970063,17239000,0.0,0.0
2022-03-16 00:00:00-04:00,36.52364730834961,38.452034123475265,36.25367065311997,37.96029342587889,27499200,0.0,0.0
2022-03-17 00:00:00-04:00,38.09527587890625,38.4134614351866,36.9382468548828,37.36249058515103,37986300,0.0,0.0
2022-03-18 00:00:00-04:00,38.30739974975586,38.84734932726003,37.73852554995694,38.037426800056565,28267600,0.0,0.0
2022-03-21 00:00:00-04:00,39.715126037597656,40.00438700893694,39.06911820531362,39.21374501287722,19283700,0.0,0.0
